C1	C2	C3	AA157_rep1	AA157_rep2	AA157_rep3
ENSG00000000003	90.7041453813497	75.1625471903313	80.6319202550845	82.1605554167911	81.54639278894	77.9089778917974
ENSG00000000419	58.4857637694839	63.1645870356924	62.6844713782922	31.7067842744152	34.3658661900078	32.891549392963
ENSG00000000457	5.69096362570204	5.08575216581537	5.22622039461648	5.14418226000121	5.83916316347126	6.8102909220819
ENSG00000000460	13.0301490930271	12.1054174201501	11.1953321391138	4.98590082504211	4.09669450210798	3.96341326529354
ENSG00000001036	28.5797682870516	28.0954183347859	32.4712306210879	34.5980918586129	29.8416974107063	27.9976615678626
ENSG00000001084	19.6499382572171	21.2022888793736	21.3843059106948	7.79140140274348	7.93723912854388	8.05710726839135
ENSG00000001167	15.7489333347287	16.0444684504317	15.4173764813343	15.1748456280522	15.9620037940033	15.6399519499757
ENSG00000001460	5.98329914058525	6.57831383221981	6.095238809093	3.98288450580101	3.88307708027894	3.46747056186696
ENSG00000001461	4.74711984953606	4.20715155710627	4.69143061273794	14.4108199688303	15.7191288906825	15.4143686936188
ENSG00000001497	48.7120019926416	48.7931245957135	50.0608142406706	12.6284798926024	11.2438635418991	12.1766808388481
ENSG00000001561	3.92555885196686	3.13600830743301	3.0933926890072	2.58297133172838	2.97674742281758	2.76759370005338
ENSG00000001617	9.32693508343682	6.11861330707389	9.32707190034359	10.6643969440098	7.32328211355103	9.47024840226198
ENSG00000001626	5.70545301086201	2.03717374513676	3.24007753466916	1.48727257166681	1.47844410255901	1.34361502110982
ENSG00000001629	15.2911032807661	12.9030080915227	13.1374590733787	15.407896746837	15.2929272378343	15.131452282394
ENSG00000001630	1.59049245784935	1.43626211119564	1.35259433403228	1.57123892817907	1.65992559901458	1.8904584509014
ENSG00000001631	12.7366886046706	11.2758590030828	11.6646538727372	7.10526678132942	7.02178014644315	7.33286741210373
ENSG00000002016	8.32726684252477	7.11230473758698	7.79990024378576	5.02524303974697	4.21284811086835	4.1586271935875
ENSG00000002330	11.1324905825578	14.5782405159646	15.2132179217775	14.2814415039624	11.1428495657454	11.3197361741782
ENSG00000002549	28.3702394731587	34.7362006540253	30.2429752203482	14.7161467379264	17.293531321601	16.5513357678606
ENSG00000002587	1.03173122538007	1.07954576926347	1.03377565957833	2.26518463067976	2.53326289186995	3.0967474971786
ENSG00000002746	1.20669437575407	1.45689940954641	1.39909087826732	1.20570637991449	1.16519083345692	1.19039136536739
ENSG00000002822	10.0999765067912	10.6955769960731	10.6539439906892	6.93046506258652	6.50559794673463	7.44289652879855
ENSG00000002834	58.2811755944919	67.835670925895	66.5610603416066	162.133437499607	184.396983400128	178.855090985905
ENSG00000002919	7.4010461677792	7.85971900935922	7.76037190090581	6.51850005057851	6.64442401252755	7.31227583098594
ENSG00000002933	1.05939753561341	1.06204223397892	1.15806125658878	4.96782127203021	4.83505782600242	10.3818691474491
ENSG00000003056	59.9781162803063	72.7165175082888	69.6412941562084	57.7779281888483	56.5088642977431	60.0546592851377
ENSG00000003096	4.84379218380457	4.82375097634403	4.75049277718511	1.69255188601452	1.73862518552161	1.71835177027712
ENSG00000003137	1.03841007163505	1.0401202950075	1.08176964415244	4.95900383319595	7.9699506725439	8.47693069972628
ENSG00000003147	15.2288012893719	15.7408536465604	15.6709707128815	6.40240596948679	8.57033891496782	8.49092473494541
ENSG00000003249	35.3142905957143	28.6692248679994	35.6639967912881	4.35348530803689	3.64025067479289	5.03284868630832
ENSG00000003393	14.7100190404407	14.1756791858639	12.9558244871423	10.0450442571635	9.37221340768219	8.83237623454908
ENSG00000003400	1.99647181456713	1.86469793713529	1.81590324757366	1.12801042818417	1.07982399647631	1.07404996448512
ENSG00000003402	2.84716904996517	2.383721847207	2.43988049989956	7.39101173771988	7.62578940716062	7.02935365632273
ENSG00000003436	2.25990807920082	1.70104991258114	1.65174156901805	17.5426028666623	9.36279129458677	9.91814098322768
ENSG00000003509	26.5282938604434	31.9678527089126	31.1184855961476	7.40623616046687	7.08829024552914	6.04491829470779
ENSG00000003756	39.0844776024673	33.112986355012	33.3911541850738	34.3839793014987	30.8939164158952	31.9535912774033
ENSG00000003987	3.72990376252215	3.18270892633258	3.18644187538834	1.31556699879374	1.57413292307081	1.75595304644161
ENSG00000003989	8.24598609040457	5.10122073002807	5.93292667950951	7.63170442130245	9.75395218670692	10.3793674418886
ENSG00000004059	67.0892550689302	77.344411753706	79.5959598387704	64.5128949162502	64.6889678676353	64.6759088791956
ENSG00000004139	1.6897442736309	1.74816522886124	1.9271430057103	1.97375491179447	1.39598046118125	1.41432241294519
ENSG00000004142	36.1600041429377	44.8537514186809	40.1643826381842	21.4987845105395	19.732916113294	21.3372153697255
ENSG00000004399	3.95283787667104	4.61286253970819	4.68170877343246	42.1567421175085	31.7637856629073	32.2426048579494
ENSG00000004455	98.2868803437364	118.284432508849	104.460303646726	55.9995989739545	56.2912443463394	60.0306879666299
ENSG00000004478	75.9042096080364	104.86771793275	97.1215813628147	27.5800301758104	29.5064362096295	30.6347838273283
ENSG00000004487	117.541666203629	110.962955918208	115.498261004311	44.0025140178533	41.205333660223	41.828528271964
ENSG00000004534	37.9771749186081	36.367918960997	34.2971059355096	20.8204047232155	19.4585801094768	20.0098620893494
ENSG00000004660	5.80789959544947	5.54242137718489	6.51133827492662	2.06489730322169	1.65076160270749	1.66528998684427
ENSG00000004700	22.2089646389769	20.2890879275489	18.6677453933553	20.0851243014285	20.3827413299113	18.992421117038
ENSG00000004766	5.02108985157695	5.25023140004925	5.01637991056132	5.19708223294243	5.4622344299052	5.51788161222139
ENSG00000004776	3.01772267958531	3.52907507960232	2.28863440096358	12.7095435990601	10.833749232692	13.0073003868635
ENSG00000004777	4.18003135846307	4.37083272792132	4.56043427749903	3.06528799686253	2.72941233298948	3.12770999042195
ENSG00000004779	114.264053249537	142.796999977167	136.918749843735	35.2445252738857	38.5349208000379	37.7542856944227
ENSG00000004799	1.08832929830876	1.02636062704464	1.06715737922267	3.10731968418711	2.59002484822278	2.67005392827239
ENSG00000004864	52.9449063642144	49.2493115664727	49.1508215495764	21.5379588093612	20.6913784981066	21.5766338813032
ENSG00000004866	11.0999738459993	12.112028740745	12.4383912386574	27.45620640138	25.2653448579497	23.4685139632808
ENSG00000004897	18.8015331176488	19.7976794968862	18.8533849397582	18.4905500567423	18.4831146911554	17.9714288003503
ENSG00000004948	1.2817532481324	1.32105282295741	1.49075614503438	15.0893371699315	12.0963814465852	12.2340224362109
ENSG00000004961	29.3370851720908	30.0568549571608	27.72172358425	19.8711657706921	21.906272771992	19.7000063146143
ENSG00000004975	19.698598573249	21.4521425172649	21.01661524473	10.8378305313437	10.4670992761703	12.0880221829438
ENSG00000005001	4.51553526944031	3.05910234246726	4.63712323187369	5.66391139215047	7.63775490351758	8.99855269312262
ENSG00000005007	26.2854909272478	24.7844031607278	26.0968055408306	16.8831906849747	17.0416142196206	18.0317687573988
ENSG00000005020	9.52205329926232	5.87109917780278	7.2615972973521	9.62324793495201	11.6127198907809	12.33153101752
ENSG00000005022	226.770169203697	259.954648382011	259.190341613843	79.0908665325876	90.8602974796452	91.1446534454153
ENSG00000005059	6.19595258286394	7.87458556278928	8.74301694720691	4.27528744435173	3.80098466128833	3.38184533298672
ENSG00000005075	17.4789922570389	18.0599501211873	19.3710596123636	12.7551893791379	12.4237388948613	11.5503084163935
ENSG00000005100	22.1638731365321	20.4050958000232	19.4291714877317	6.35544982410073	5.94997038832177	6.17879363545572
ENSG00000005102	1.05097881235332	1	1	6.10816182833358	5.21169794183089	4.39814567015089
ENSG00000005108	2.75700753398739	2.70605953492748	2.97915538329879	1.39615953675824	1.34196285439317	1.24307013776256
ENSG00000005156	15.9516325182307	17.4875021004897	15.9130795591513	5.75407871270985	5.25313656653868	5.63006923652943
ENSG00000005175	16.9073554497655	20.0658687661479	17.8096452478403	9.17608711785955	9.97535938844981	9.50823340268312
ENSG00000005187	2.21984200655735	1.91814178472153	1.93563777390136	9.05131518600928	9.44393550345196	10.0462453573704
ENSG00000005189	4.60574900248362	5.69043391599967	5.53105064350567	1.90604294981494	1.53890875034751	1.87084064038432
ENSG00000005194	46.2367634168498	52.5016544401571	47.9547514798211	19.5158755139655	17.6239298510256	17.550903531641
ENSG00000005206	10.8486295842343	11.1585543498124	10.7362479478493	9.01814871654167	7.08963449683025	8.56390594693908
ENSG00000005238	2.90543506638558	2.8175654631165	2.95277273821985	9.74428121908494	8.81418139853308	8.9335266264931
ENSG00000005243	1.24857283776948	1.41542502401637	1.26458831792214	12.0007736238009	12.907574371517	11.3258381548772
ENSG00000005249	25.0929543073393	19.333909004138	21.0992733378377	2.85134517876985	3.10366632643807	2.49932208926384
ENSG00000005302	18.9142364389388	17.382928992808	17.6542005229101	24.8543696576221	23.8191278454827	23.598320075394
ENSG00000005339	12.0117191891582	11.3641198663834	11.1228556281637	7.5458617690062	6.68116316293373	7.42422204525218
ENSG00000005379	2.24547326721734	1.74603005823049	1.76024630897066	2.04121966167029	2.00196225163924	2.01502127468522
ENSG00000005436	5.15501815003829	6.14175014100261	5.86935468439784	3.9054907456505	3.95215027833131	4.53942819435749
ENSG00000005448	20.9266562479192	22.0207959624116	23.8972469679846	3.31557137224518	2.65020628112149	2.3012134648566
ENSG00000005469	2.97499144400253	3.16757001704289	2.62999737424561	10.5901380971073	9.01826136371763	6.44735328032484
ENSG00000005483	14.1941334055201	13.283306328207	11.709075524237	9.92118529086576	9.10230518414809	9.05264601278582
ENSG00000005486	8.20794789377298	10.9833561044631	9.31874281045047	18.0585982536573	14.5552556070897	15.8958409441718
ENSG00000005513	1.78013381323156	1.87636916509576	2.06541581700658	1.18436487324484	1.04598606910705	1.07109947999155
ENSG00000005700	15.9256959689759	17.4310741897653	16.2307198790974	13.8934688908198	15.7678093931348	15.2810015282157
ENSG00000005801	29.5027174304911	28.5824731728687	27.6098520334734	14.3021583885463	12.6944896267982	11.0947903503875
ENSG00000005810	6.30730789047184	5.21831226714772	5.59383021470785	4.25580943620842	4.3990314595334	4.52583721858133
ENSG00000005812	9.17800382305442	8.40498660001341	8.38055000460611	17.8148415594123	18.1004037923098	17.0262202657954
ENSG00000005882	6.4685446232919	5.44269287675181	5.96321535296708	3.82636978100535	3.65485330420165	3.84563680963138
ENSG00000005884	5.05543477093333	6.48341697264462	5.45796787382078	62.0442223772675	60.9203936012448	52.484022367587
ENSG00000005889	8.61126214160289	7.5623330111927	7.86016804992464	8.76240636748426	8.58817598765871	8.64912814936616
ENSG00000005893	34.3017159758084	34.6939225648203	32.8123058713321	123.735773504035	127.306583369948	116.026896560399
ENSG00000005961	1.55895700705512	1.34176280103597	1.435344235069	1.05691912828351	1.01419731926527	1.05268145088122
ENSG00000006007	24.4151337760245	23.5148001728748	24.2599617590646	33.6464241995577	36.7298468933587	32.2124956185052
ENSG00000006015	35.4449070051849	38.1099817639796	38.9900889584668	23.6681446013548	18.7660244457867	20.7247923038571
ENSG00000006016	1.73078415441661	2.85378346443606	2.13902155379829	9.3904549120096	3.44616304422992	3.19358026902347
ENSG00000006025	3.82754316640053	3.31870996449312	3.56090295746078	5.14217149713852	4.60321685753639	4.72595815841938
ENSG00000006042	9.88745131911225	8.02145111715861	9.65739499993022	19.2492704341748	14.1929649527555	15.4657606296881
ENSG00000006047	16.9339096442996	14.5155668295725	13.8666067636718	1.31542110040181	1.08582768762604	1.10615917520382
ENSG00000006062	2.70533007549922	2.99874004709076	2.80465051544064	3.71134633957361	3.75678607564465	3.85429894089908
ENSG00000006071	1.44321835149858	1.41472856873327	1.45211750614584	1	1	1
ENSG00000006118	18.4966706199167	12.9337702211599	15.1625611097625	32.2778583502677	29.2558230175253	30.8447912724373
ENSG00000006125	120.246075062392	115.465469069843	110.820127958523	116.979528338598	124.904083579497	124.733756714994
ENSG00000006128	9.05141712716409	26.2744623765662	28.5339431552917	2.65394057941822	1.62438766404922	1.24823837293184
ENSG00000006194	14.581892615515	15.143247469837	13.8653771976274	9.04915297036121	8.800103237397	9.19888787762834
ENSG00000006210	1.37347217598023	1.26006744654175	1.44170542937138	2.29939352444482	1.84988135207256	1.9888476718605
ENSG00000006282	12.6616710581323	11.667307108721	10.7137463360106	15.3688060692879	14.5096386346209	15.0323164590694
ENSG00000006283	2.5213281848811	1.51865345796603	1.79280527514293	1.10475812708701	1.0110020146736	1.01530928352015
ENSG00000006327	30.0317674067884	58.2028796683141	42.8585378484538	167.892821238653	172.642580030506	182.324033345509
ENSG00000006432	9.66090566489851	8.7877018578389	8.58821930147992	7.08705554949804	7.09444102240819	7.59093617811848
ENSG00000006451	39.3142876386845	41.5141130593532	40.9151461740878	22.9526171863956	24.023130925989	24.2478309169169
ENSG00000006453	17.2932573307954	18.1489330438758	17.7193684747242	23.6404616563761	23.4589905740205	23.0146461000587
ENSG00000006459	3.57258328595492	3.05395458661109	3.30292850787387	3.0524639472074	3.36598325555794	3.1043811252144
ENSG00000006468	5.90340036797492	7.48849958841731	7.44740161455632	1.4479175851024	1.11721855423108	1.14951695569425
ENSG00000006530	9.39366344067802	11.333441137143	10.2611823092789	6.8283656801189	6.77818721804226	7.37524598369709
ENSG00000006576	11.8667159516063	12.1216644621097	12.3747606252204	29.4163540460717	35.9829921360794	36.2295321419691
ENSG00000006607	8.06125429924537	7.07337603239098	6.48936611495528	12.226999899347	11.9653202515008	12.551794459679
ENSG00000006625	35.2951522335788	31.370959382088	36.9618022697921	15.5805867501175	16.8549482410446	15.3669208815455
ENSG00000006634	24.5711522722624	26.438758774006	25.8648735830032	4.71118166940616	4.46967722292492	4.1226191316451
