shSRC1_rep1	shSRC1_rep2	shSRC1_rep3	shSRC1_rep4	shNT_rep1	shNT_rep2	shNT_rep3	shNT_rep4
ENSG00000000003	15.0251623949541	16.8892538070828	15.6492480664893	18.1830411703322	10.5489608159893	12.2360529005089	10.2569305763254	12.0076435983841
ENSG00000000419	31.1720680892566	34.7609674428572	35.470657316987	40.06089706171	37.2026558686673	40.7066838516955	37.7532903492877	42.4432404959472
ENSG00000000457	3.74249236198454	4.40413426207039	4.23940083075992	4.51097028479576	4.00917736966442	4.46907997671921	4.42405703971023	4.32230592379781
ENSG00000000460	4.12103669165456	4.69050868633923	4.5542252422134	4.37654003915213	4.36181112225438	4.57755039768736	4.34689046716306	4.73990478505765
ENSG00000001036	44.2615639490302	47.1858174863378	45.0759147569709	48.6291196409384	43.1217486372774	46.7444827655577	38.7635863318095	41.5010439564453
ENSG00000001084	23.2334766692437	25.3224811615013	26.3649907328593	26.5128854378302	31.9302367079642	35.5966228311707	35.6074612371344	34.1883743882622
ENSG00000001167	14.0017682407598	15.3148503046606	16.3939667185745	16.597008176596	14.7697590497863	15.0807312422472	14.7259969405129	15.7207162164118
ENSG00000001460	2.88108799079517	2.97748365408416	3.11063984841856	3.11940710921886	2.78098911046777	2.54372977886331	2.52688254075678	2.69432880646029
ENSG00000001461	7.20481239157858	7.60393986104628	6.87994308506512	7.36880903798354	7.74733625767684	7.41174632955371	6.98435308410894	6.94739429443249
ENSG00000001497	15.7291477732168	15.6659975226944	14.7390144713604	16.0592055236212	13.2134309316989	13.0764100781927	10.8438805139176	13.0201367814953
ENSG00000001561	4.0556203215393	4.37643438772449	5.17522496572032	5.36261640334706	4.15260280736818	4.77774682615043	5.08656669379955	4.62761555848326
ENSG00000001617	22.8632802434449	20.0006575179345	19.2310528984512	18.3307108821002	17.8920445056007	17.8315497173294	18.3124980317655	18.4506791526944
ENSG00000001629	21.5318479483211	22.4293476710464	27.108114329203	27.1780024782011	32.0176372516673	33.2565678302499	38.2976050204539	35.7615706593145
ENSG00000001630	4.31798880151351	4.41683388000234	4.93956372481718	3.85862553002999	5.05103512613794	4.9485728916493	4.02519782474016	5.8599305050118
ENSG00000001631	12.0961280263411	12.1062321237502	14.4890264837659	14.5115096145547	17.8848043189199	17.3386367542637	24.4534728216351	19.7527065742878
ENSG00000002016	3.79594923502692	3.38674041876178	3.86195494329228	3.67689436265082	4.51846625478454	3.77955405734139	5.3137128168847	4.14466204687603
ENSG00000002079	1.27902590313543	1.26308244121967	1.34076281156404	1.29116261414454	1.64889781549845	1.38059437530555	2.05860666744254	1.49050955908868
ENSG00000002330	20.0720969668867	20.4816178598546	18.7899393273793	18.6802549715504	19.4403675448982	19.891436094576	13.3420523101824	18.2054296291354
ENSG00000002549	26.7691204378429	29.0466810358543	30.4005267446059	30.812778577652	29.0062282322773	33.9905985060236	28.3151805398477	30.9596780803389
ENSG00000002822	18.2884837205947	16.377846808204	16.0708837895424	15.9675839835026	17.7874067503245	16.9715125135612	15.9411476776099	16.8412550027548
ENSG00000002834	68.4510364562979	68.9239723685514	64.0600087991998	65.6945743163393	63.4272001150123	60.4413957163892	57.2860339879274	58.58551942663
ENSG00000002919	15.8105566724956	15.2955489318245	14.182753702456	14.4511817329926	13.2728552808235	13.6265211877991	11.8018140490333	13.6774598985753
ENSG00000003056	33.1474098671811	34.7470138109487	33.9960491350594	34.6377197074105	30.2579133405531	32.3759436438229	26.4580375653774	32.6008925190625
ENSG00000003096	1.58566938954767	1.61682406913207	1.82611818169051	1.57588577315404	1.24686659717626	1.39711418312199	1.2700985141871	1.46389777888648
ENSG00000003137	1.99725755274193	2.04932045870407	2.11370101140373	1.92535337214615	1.4215808239941	1.37415065660129	1.39871160561918	1.2572767222266
ENSG00000003147	40.456569618074	43.6594263090779	42.7704457019475	44.2167034495387	44.0730642317367	50.1922324620517	43.8968381328479	48.516514007192
ENSG00000003249	106.58009740223	95.8898649893001	92.3835274637258	86.8980344955628	99.3953235160111	95.7136447448277	92.3733180248003	91.2910420788678
ENSG00000003393	7.31294069080642	7.58233987013638	7.78290375900378	8.09356683491151	7.33694025108673	7.51527328677543	8.18823295343645	7.93563665777444
ENSG00000003402	5.11199415160955	5.13144134902007	5.31436689397211	5.27811895371855	6.10006251182534	5.69464053566999	7.72690551865507	6.24899447873709
ENSG00000003509	7.93866522611991	9.67530291516299	9.31656813966473	9.30401067168467	9.8865426797852	10.6100029253108	10.6889526123668	10.190109942599
ENSG00000003756	22.0361653040053	21.7191591787629	22.4381138969535	23.816782199742	22.5727846686244	22.133891516078	27.9565515734625	23.0045450379519
ENSG00000003987	1.53978513186614	1.58174114399459	1.72646274640647	1.56274198939103	1.50288220138195	1.41576851045886	1.58640485300253	1.47005152493293
ENSG00000003989	17.2333936704115	18.2359283694652	20.2976178178743	19.9313319446615	11.748369825254	11.8439795610632	12.8470503912694	12.9112951886317
ENSG00000004059	138.0520852415	138.31536600577	128.729766835921	129.55645433734	105.385372861981	120.560488313497	77.9636727332248	118.139390680476
ENSG00000004139	1.69847540847274	1.59440785298539	1.70953291982631	1.58505812638219	1.79291066385323	1.66404584339596	1.6659456845214	1.60511644204171
ENSG00000004142	71.9085629249294	70.5550226054374	66.4207591690152	66.8810736237554	57.0750827973862	62.849281941447	49.3141254985214	60.1895217968917
ENSG00000004399	4.90227204706399	4.49049732838113	4.16777797880619	3.91581573599952	6.19527913410397	5.30629310500147	6.2513591740452	5.53155114042334
ENSG00000004455	146.396494583332	154.000594434185	150.233040463902	155.553559914422	135.685859780585	146.819146915638	118.250906192859	137.416226594395
ENSG00000004478	204.143494006037	198.655151202786	190.991885175804	199.887963764945	152.82274416094	149.371195747951	125.654960716201	153.091718716119
ENSG00000004487	38.9002327825592	39.5692504692122	37.3358617955635	38.0085338866494	34.5335084750979	34.0714774230633	33.2860539438082	34.6087615222405
ENSG00000004534	16.2704961192154	15.2546920878114	18.0928879257787	17.9148326199472	18.3532092047344	16.2084886329527	24.3888841048345	17.4064816002761
ENSG00000004660	3.06129512921544	3.11789997866549	3.19539366318598	3.11857433628792	3.08775932018255	3.04183749644291	3.32576394195768	2.9577784535517
ENSG00000004700	5.3393108551347	5.84117129484249	6.94748940048661	7.02939553331596	6.79637905803411	6.98254502390086	8.94214229431736	7.87944568266327
ENSG00000004766	6.35556297074383	6.64948340170891	7.81673902512413	7.80108534788116	8.45367709330536	8.76447227799941	10.7236644891689	9.78741643901711
ENSG00000004777	4.51448476870181	3.72648389574844	3.79214111237907	3.2869100887259	6.17086692363938	4.13728649345414	6.73419420830873	4.61615584759186
ENSG00000004779	160.891770709872	177.697109526338	172.416991025477	182.959601902979	151.072729359422	168.500042668863	121.471451464955	165.703929809833
ENSG00000004799	1.304547153189	1.29029272047751	1.28533483669776	1.2268634001436	1.40375592346299	1.34863424490397	1.38011240210088	1.37463145697237
ENSG00000004848	1.67774653153779	1.79042177292997	1.57284588324914	1.60994809003142	1.67788048668103	1.72325839146169	1.65216153397511	1.71653205148781
ENSG00000004864	46.694762443066	51.7609388275241	49.7766396186638	52.7774302469898	56.1604822561431	60.1973758747928	53.6954764441267	59.0744462166021
