DMSO_1	DMSO_2	JQ1_1	JQ1_2
ENSG00000000003	2.36483981336483	2.48747931786857	3.34356182315568	3.71597754803186
ENSG00000000419	64.7955047853208	64.0461980446723	48.4454526193378	47.5056400796217
ENSG00000000457	6.96808231334378	7.42405167548387	10.1388140062085	11.072620469816
ENSG00000000460	15.8160508911864	16.1718041161165	15.0359204937957	15.5437769017849
ENSG00000000971	38.7033461683237	40.1169767602211	81.4360420004275	73.7486593141538
ENSG00000001036	68.2340663786038	68.9021104651962	48.3722245867992	47.9970472084185
ENSG00000001084	15.4545075184193	15.6404301692084	28.0602478517067	27.8042852020384
ENSG00000001167	16.2960226968215	17.6465497911876	29.5906181217101	29.0434004364031
ENSG00000001460	4.68201544339269	4.85362707121464	4.43252660323901	4.9761906866402
ENSG00000001461	9.13457711941432	8.93325037627528	4.82525241624782	5.52642132407205
ENSG00000001497	66.6661671810123	68.0530248571585	38.7623507691491	40.1607191743544
ENSG00000001617	1.32461350457413	1.23585472308501	1.68653656817449	1.61480823514995
ENSG00000001629	8.72364548659127	8.6676699970045	10.8743765438739	11.6713972438408
ENSG00000001630	3.04115531235937	3.06727350046021	2.6386362541621	2.2947946558763
ENSG00000001631	15.5332686424007	16.8147169685172	17.5129302023466	16.4903027061325
ENSG00000002016	4.54905916618004	4.67736926018699	5.02382784846735	4.84748084108117
ENSG00000002330	6.49369979231476	7.19742575427723	9.11064426607778	8.46501316971083
ENSG00000002549	51.1314804867345	52.805568843295	37.0630707413267	36.2136057925993
ENSG00000002822	12.0589721617246	11.1175559323563	12.9250911011034	14.7879727042942
ENSG00000002834	72.1533677463967	69.7337651959102	125.92242744201	122.512512544163
ENSG00000002919	11.7105827936231	12.0874938346732	12.1750803576045	12.5164825176777
ENSG00000003056	57.5641303068553	58.7403717725448	57.3714758257624	55.4835749850459
ENSG00000003096	1.78959923324805	1.58134914894207	1.20781616325994	1.21548865166732
ENSG00000003147	11.8110956860269	11.9918535511666	13.3809456330369	13.8799766784042
ENSG00000003249	5.98829220655056	5.50120627601931	3.71658829044581	3.35790888270692
ENSG00000003393	8.8058727399925	8.9018929052276	14.8631938103515	14.6679235122303
ENSG00000003400	9.26749823893075	8.018328206688	13.2682387774718	12.9840480308834
ENSG00000003402	10.7073541563397	10.8255184355264	19.1276493921946	18.807279018921
ENSG00000003436	175.019699308952	178.874048268422	114.131365487481	115.800956046082
ENSG00000003509	16.6622937139763	18.5101870517674	11.0256574955684	9.81786666644173
ENSG00000003756	23.4564003364186	25.118445924392	40.2744964166629	37.3305091822475
ENSG00000003989	1.1478219083014	1.14320412739889	1.05687943940054	1.05093675905298
ENSG00000004059	91.4823184613956	90.8540217948389	114.242003430241	116.434719458335
ENSG00000004139	1.04882807285334	1.04730274183226	1.16486680127966	1.15899881830455
ENSG00000004142	70.8205872289056	69.3829326495023	53.5239314786556	52.1454280681539
ENSG00000004399	6.63535659367536	5.97962600143777	5.27463659969868	5.18450717209455
ENSG00000004455	780.249342824423	775.070812095736	377.363116920643	358.00842048417
ENSG00000004478	81.3925347659485	80.0261579921419	15.1033879062827	15.5882521438969
ENSG00000004487	118.799520790052	120.729415603077	104.719663372935	99.7453058208982
ENSG00000004534	29.5693099102441	31.0985619663407	32.8473434108537	31.0954915574592
ENSG00000004660	3.98107284585336	4.03575601495212	2.3534496927781	2.53962251350481
ENSG00000004700	16.6214227969428	15.9387163697314	22.6468535404982	24.3225206375623
ENSG00000004766	12.3297765842608	12.695692380459	10.0496669113176	9.74757646193538
ENSG00000004777	2.94019554051691	2.69057747380818	3.95035332900517	3.85387649761533
ENSG00000004779	177.151898151889	192.659837400266	105.168658257156	112.353246099767
ENSG00000004799	1.4412809399964	1.26999737728969	3.64214078403065	4.05755499244653
ENSG00000004838	1.87217333119179	1.84492767187961	1.48979161008038	1.57020457197366
ENSG00000004864	41.3237048430735	38.8755839322696	40.7179294767569	39.8806843857326
ENSG00000004866	34.8104745119174	34.6374505024988	18.9749110453721	17.1706732166874
ENSG00000004897	32.8757336956567	33.6379919221551	36.1058514580385	36.3285932784446
ENSG00000004939	1.22790951465605	1.19625768179656	1.27185708321316	1.34554740590335
ENSG00000004948	1.09428900877749	1.06850764907132	1.61223951260047	1.74565213258094
ENSG00000004961	31.1370157310552	32.5440265904436	21.5297755889343	22.4603880918832
ENSG00000004975	18.8237141018564	17.3724036911616	21.3487193508804	19.847493819215
ENSG00000005007	41.5270044990595	41.4502568484458	41.0407663515043	41.3677263345776
ENSG00000005020	10.2914953399513	10.528862569734	15.9379424002738	17.356726088921
ENSG00000005022	525.810350396616	506.967269508533	421.850049520042	420.595929285008
ENSG00000005059	5.87554511306386	5.68690626588199	4.75999621171615	4.6114070802177
ENSG00000005075	39.8558732727248	42.336721584173	36.986229837455	37.734803623288
ENSG00000005100	13.8889071761781	13.8595437836844	7.9307149889569	8.0711706493319
ENSG00000005156	14.9589714049356	13.8091470026149	9.64752743347913	9.08215375063558
ENSG00000005175	26.9827390779061	27.832957256399	37.7160727103971	34.2835222973112
ENSG00000005187	189.317615359599	181.115778020041	55.061237207318	54.0669130007558
ENSG00000005189	14.4269696154747	14.5730716802228	14.7579620249007	14.8641923834402
ENSG00000005194	53.7421969699606	54.2594486286243	45.7343084657119	48.5875247441117
ENSG00000005206	9.16856772100272	10.0877781546724	15.6423672914596	15.5777029934789
ENSG00000005238	2.56515506582022	2.31970906585075	3.3939275738855	3.10336422252213
ENSG00000005249	71.2469601272124	72.643488127609	43.1137404584786	51.2850115533528
ENSG00000005302	15.5228007603649	14.7435308376935	12.9086490048883	12.5202400995198
ENSG00000005339	6.6514927403048	6.5611959794529	8.65698029344652	8.18471402818707
ENSG00000005379	1.78767087970362	1.74201490832275	3.31388042138129	3.44106973768937
ENSG00000005436	8.6759004380959	9.18428789781619	6.99808292659041	7.16879945529809
ENSG00000005448	5.2655706372795	4.88508649804631	11.2266950913819	10.4634991643778
ENSG00000005469	2.01414882055021	2.32696978719813	3.65456254108382	3.38947144255417
ENSG00000005483	14.7362790277831	14.3720007801266	18.1907307265686	17.0795047629053
ENSG00000005486	28.3111592919967	26.6811995492351	61.9131996859353	63.7325699982236
ENSG00000005700	14.5005781483432	14.9775869061288	10.0773143969258	10.5331349198184
ENSG00000005801	22.0212265526854	23.5742314751877	16.2128944264966	14.9771598769349
ENSG00000005810	5.10211596511085	4.75095547203731	5.82364657908423	5.57256350153113
ENSG00000005812	6.64162120958426	7.43598033704643	8.50923462160939	9.93295058030651
ENSG00000005882	3.13948339219064	2.97843717713407	2.4271018276153	2.27800032319972
ENSG00000005884	1.06869037753885	1.15527066730565	3.88625730176002	3.8545372547901
ENSG00000005889	5.10536440082961	5.18079757312193	6.73090530122879	7.54258879778884
ENSG00000005893	187.345660953439	187.12886574203	335.537329529004	359.027413096746
ENSG00000005961	1.80297006454854	2.15467487728668	1.15641589852072	1.23345632502049
ENSG00000006007	21.4266904223598	22.126404688685	22.610171952952	21.7977783493251
ENSG00000006015	35.5402890908488	31.3710711901613	40.0948861021071	36.9841064769718
ENSG00000006025	5.75921455753403	6.32921201565823	8.81384714015049	8.6027116649289
ENSG00000006042	22.0473834421409	20.9576955367741	15.6360021270456	15.8593539510844
ENSG00000006047	3.42711537951054	3.1063685959123	1.84052267596865	1.58805164094111
ENSG00000006062	4.33040999746415	4.21753256823898	5.59755404098906	6.43301719427995
ENSG00000006118	1.90123222829347	1.90800195567976	1.49936225073712	1.40247065411721
ENSG00000006125	162.68491475454	153.138135991077	142.299630204257	141.925620059999
ENSG00000006194	16.0857817382984	16.2934037732758	13.4562124866228	13.2928092436187
ENSG00000006282	4.714965467699	4.41435464672991	4.84304183169787	4.8107889573589
ENSG00000006327	25.4102195177818	29.4321112788248	94.9545482369463	92.7838287783993
ENSG00000006432	1.14098845378563	1.21853462702184	1.60543042941696	1.6208789067411
ENSG00000006451	50.9645475629998	50.0578186702858	74.2804696240485	77.3871105855192
ENSG00000006453	25.229869528019	24.6952389641313	21.2979452486866	20.6929056685337
ENSG00000006459	5.60351768153028	5.60470472835294	8.4119548129746	8.72624340671366
ENSG00000006468	4.67089927972244	4.38688070931318	5.97066065747666	6.87889218874627
ENSG00000006530	26.0533661875386	25.197053535234	24.1839531000837	22.5400397971679
ENSG00000006576	25.7344143812832	27.2487365134334	57.6319291250852	60.5226504888606
ENSG00000006607	18.0335363972238	17.6428986354288	27.4958446409446	25.9891877410851
ENSG00000006625	49.5700353223997	49.5920376999286	32.4391228430402	34.1267872303617
ENSG00000006634	28.3556405921273	31.5687940310127	27.5659351147961	25.9293222857574
ENSG00000006638	8.43986556068523	7.95892013225071	15.376003507513	14.0679505332231
ENSG00000006652	33.8627481138412	39.4289280995481	32.4304924748903	32.4076492609815
ENSG00000006695	10.538009984352	9.84864463577709	6.876552863747	7.12177585696578
ENSG00000006704	11.9846282883172	11.5351848349513	9.04293514343215	8.79244202330153
ENSG00000006712	29.834843214047	28.2343439727695	34.3337921337503	32.1597658849719
ENSG00000006715	18.1297551404125	17.9544923789248	18.6702070641344	19.502374860954
ENSG00000006744	40.6413945653702	41.1882321957413	28.2984255195234	28.6479995496697
ENSG00000006757	5.04157619745059	5.09714826201398	5.38085033792988	4.93478690570211
ENSG00000006831	37.3728339981843	38.3075301341283	45.6698459000481	45.0589317681427
ENSG00000006837	1.4328510504207	1.40109758895222	1.64521558139796	1.47274905816649
ENSG00000007038	70.0692484489974	77.2317033565616	41.2190293054729	39.0139865608909
ENSG00000007047	8.17654495190258	7.63777186422882	11.8379349293645	10.0031745107901
ENSG00000007080	103.382714729522	99.7620122059668	70.9642012968779	71.5830525353243
ENSG00000007168	23.7903231788371	24.5860309535698	36.2748636186295	37.4134286150936
ENSG00000007202	43.7573299822893	42.0180602608335	35.6362981490678	36.0138993719412
ENSG00000007255	21.6748270886225	20.5760536302405	35.5397392807987	39.1805494237076
ENSG00000007264	29.1403568128218	27.9486112357335	1.81733531922386	1.75070905093418
ENSG00000007341	11.2189881988877	10.4872691766259	12.384977616886	12.3213744022576
ENSG00000007372	2.32955305038138	2.24096845501752	2.19207512904624	2.15225338257716
ENSG00000007376	31.4477071410413	29.8961181035793	17.8626698713481	18.1011191476916
ENSG00000007384	2.9007806996735	2.70600531985491	5.9804374746813	6.29229181210504
ENSG00000007392	39.7727931183399	42.9854961776224	59.6023551229056	58.5833414126725
ENSG00000007516	1.37544278890515	1.30309533496068	6.86008753285929	6.67198560433966
ENSG00000007520	35.8361262776525	34.2122063076863	33.2063889960944	32.7031567047594
ENSG00000007541	10.7239539586091	10.0293658830327	16.4209242760067	15.8192926036395
ENSG00000007545	3.64182103935578	3.7417280636484	3.51544417348923	3.60804988551081
ENSG00000007866	8.47835621559419	8.70601690656755	5.64125939206542	5.56025579291106
ENSG00000007923	65.900883271326	67.176591238908	42.70727806836	40.9872176500296
ENSG00000007944	24.9441443736865	24.4467131604365	45.8870095032706	47.8841628523394
ENSG00000007968	10.8346012952314	10.2622974409543	3.73409481740192	3.86025783058154
ENSG00000008018	365.386700055927	368.462112351394	325.005395718172	330.888918682421
ENSG00000008056	1.19540736164868	1.23978388573187	2.82710580526713	3.02405542875355
ENSG00000008083	17.725476947885	16.63612435013	21.7850490451741	21.1170516969378
ENSG00000008128	3.03200081499948	2.96852352218673	2.83445341574408	2.94266722122485
ENSG00000008130	55.9375565438863	54.6972341898415	53.6034523783449	57.2836859111679
ENSG00000008196	7.76530754446035	7.78418356678669	1.68665635010789	1.55273303590359
ENSG00000008256	8.9865020384318	8.09527495316296	8.63817011636192	9.03803878154372
ENSG00000008282	59.3710360795832	60.8044613823722	80.0661592461193	94.559762542669
ENSG00000008283	26.9980471578954	28.345792364912	12.0713888285452	12.5691686071375
ENSG00000008294	32.8305909732343	33.5805648976898	43.7418844934642	44.4653090164773
ENSG00000008300	1.21025982766857	1.15955838890104	1.36771106152913	1.3325534777169
ENSG00000008311	3.56102713509983	3.2429456574906	3.63381537258565	3.46694302374146
ENSG00000008324	37.7847359472631	38.957163525286	25.5646163915613	29.2036980826935
ENSG00000008382	7.29792813829279	6.37731853778439	11.0917701061539	12.2470899449859
ENSG00000008394	119.489115975152	119.346322313317	40.3175086938905	43.9589803742614
ENSG00000008405	11.9897832887048	12.6500923066305	16.1263128378623	16.2912798684016
ENSG00000008441	8.88978205788751	9.27488700694864	6.32171129126309	5.88949129590911
ENSG00000008513	1.8903671353959	1.85672506159884	1.31875561883479	1.35261779363744
ENSG00000008710	3.74778299193146	3.4900222297883	3.75023635971467	3.66653177048801
ENSG00000008735	1.8803615872172	1.80310996187923	1.87651216116226	1.6620759941706
ENSG00000008838	45.1123134675377	43.5363993083825	28.9892541538157	28.4574424031078
ENSG00000008853	1.73646098655484	2.04045494547502	3.31927244577357	3.3339015550624
ENSG00000008869	8.12525606376094	7.49388387060707	12.4106829772732	12.5252696324614
ENSG00000008952	23.2221826941908	25.2407132348603	22.5225436143244	23.8866382641351
ENSG00000008988	843.069244179356	858.085074415935	617.110071960995	640.127526642282
ENSG00000009307	190.407206190994	189.048686506228	153.718554248253	149.841775239088
ENSG00000009335	33.4415946421067	32.5291629483654	34.3707874636726	35.2195257471326
ENSG00000009413	5.47751170641535	5.46499684966575	6.41499836499738	6.23056791539728
ENSG00000009780	4.02462328324832	4.06642311486597	5.32374631735801	5.2864760723053
ENSG00000009830	5.81978108506217	5.85199757726774	6.23900231720841	6.48953684095343
ENSG00000009844	14.5063913656102	14.8493701898406	12.9750510619121	13.7885611651549
ENSG00000009950	2.42733901248545	2.18343522939622	2.53632205369769	2.62704413677562
ENSG00000009954	64.9053972274529	65.9962408775517	74.9373795711605	73.3203237040943
ENSG00000010017	48.5509724915956	48.27463719149	62.8545145367838	61.7495992457698
ENSG00000010072	11.1201975818794	12.3626479248195	10.6917799783925	11.4053794721503
ENSG00000010165	37.3292919238071	37.3370835625561	21.3549423855987	22.1277177009414
ENSG00000010219	4.54014596082222	4.31812638684553	4.67791286079276	3.80614217275695
ENSG00000010244	140.042566100251	145.210131689391	145.28222466173	162.330852377431
ENSG00000010256	94.7281517425208	86.0347006326105	76.3673826067063	81.3233856974539
ENSG00000010270	33.935865572699	32.813213107074	27.7756998507222	29.7063125694136
ENSG00000010278	12.4022566364833	10.6750065932829	27.4384569418043	31.1852990587911
ENSG00000010292	41.4131583122706	41.2002032841915	47.8570487661617	47.0173407035312
ENSG00000010310	5.82603051361211	6.20154501685011	9.89890686464648	10.2856018991192
ENSG00000010318	5.50217826279035	5.97100777732457	6.73949644747081	6.76174490731979
ENSG00000010322	12.4897551380925	12.2096590621707	18.0092169328719	18.4881683332115
ENSG00000010327	1.25845630603532	1.21461351820576	1.02191953371046	1.02453676624916
ENSG00000010361	5.24413123389784	4.94225051159422	3.95682077779748	4.11243972517313
ENSG00000010404	7.20637497584684	7.35988380160512	31.371040804627	37.1800587446329
ENSG00000010438	1.10028099614584	1.19429667378501	6.05289932130764	4.82524066942741
ENSG00000010539	7.98201942789268	8.34471024070892	6.22943245910819	6.19437185316752
ENSG00000010626	2.45301139468563	2.21675717355292	3.35388424905767	2.9246535403014
ENSG00000010671	98.0275213457219	95.9075590838999	30.3785326017224	28.0633814800339
