shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000000003	19.9856728756734	16.3778926369272	22.330583933117	13.1235285372188	17.4648498784124	19.1681431183454
ENSG00000000419	18.204046666686	21.8176185354425	18.3252768102483	14.0361997575281	22.779336792412	15.7020536327962
ENSG00000000457	4.53765970336664	4.70740644475585	4.96147277574891	4.58832768317748	4.41986830898081	3.93672274915333
ENSG00000000460	1.56914448889637	1.63213888223135	1.71025109097443	1.48327298781919	1.61025665198585	1.59037905094919
ENSG00000000938	12.5203017326476	15.9187544573877	11.8812445357831	11.5508143324204	13.861927312761	12.9582080772549
ENSG00000000971	14.5209166076318	18.4942386370758	15.6389667116691	13.6124747558902	21.4844062510312	12.415468990212
ENSG00000001036	21.447490105469	25.2744585120173	20.7211222757893	17.2104276915474	23.9905769242159	19.5199882963637
ENSG00000001084	11.9674376857616	12.5984914629454	11.6320281496966	11.7835693258877	15.7697992473403	10.043534886063
ENSG00000001167	3.45145809111359	3.05060821582976	4.05658535879493	8.05812201946322	4.70268959169471	4.69074615771972
ENSG00000001460	3.02355027596999	3.12937277793632	3.01780738235232	3.23976624747599	2.76600786235854	3.02130563434256
ENSG00000001461	3.88668841662876	4.62032100877755	4.58949892210885	4.6789302110843	4.53375667402189	4.11097449455404
ENSG00000001497	6.34180644730874	8.57339318177002	6.74738134528663	6.26168727175414	6.75960321078545	5.4646855079379
ENSG00000001629	9.79136725106774	10.7629820290319	9.44962349812608	10.6026755415702	10.7910922064361	9.11072797124208
ENSG00000001630	8.2518568791233	12.3997316804622	8.7597152944939	7.88236700248106	8.72169701885425	8.21451785990496
ENSG00000001631	5.53769825600562	4.80434370047811	4.51031860966329	5.04239455768848	5.34519981722001	3.95368198384499
ENSG00000002016	2.758887488748	2.93339989399994	3.08848505223092	2.61007630515677	2.26088610830709	3.1207256162705
ENSG00000002330	10.0635153050264	16.8882460269421	9.1908947235492	9.16359193455052	12.0476371428257	10.0195715549839
ENSG00000002549	29.3166314395781	35.9121671638596	32.1363340968717	27.4203845212214	35.283816361744	34.9660583488269
ENSG00000002822	6.43963349690767	12.0449943114044	6.01672904011429	4.93021123848895	8.95468200230685	7.42181047838092
ENSG00000002834	25.5603071706742	37.2262099433007	27.9978896224333	32.9551338032098	34.4029117819891	27.7283079572238
ENSG00000002919	5.02302339968155	6.65390603246406	6.29767436814503	6.86019120353049	6.46416446063124	4.98440100763283
ENSG00000003056	28.4710945038531	28.0040658318311	29.9302262334827	19.8360758775048	28.9455439493591	28.2851509955009
ENSG00000003147	9.86617363995345	13.9192035636915	9.22644548189794	7.54802614588174	11.1233686288639	8.12975895253596
ENSG00000003249	2.6813351303376	2.75133141114399	2.74104666283554	3.14813507889433	2.33921275857817	2.63680975737442
ENSG00000003393	5.70350669001048	5.32385439380549	5.77195459264551	6.12176659198104	6.63101346646206	5.88276902633572
ENSG00000003400	1.461005755879	1.49436158340886	1.31085084142124	1.48492732410612	1.53371965960542	1.38269539873835
ENSG00000003402	7.17189912319149	8.54833040781768	7.37307438099402	10.2323555467463	9.2973083935697	7.38107124999527
ENSG00000003436	7.62060018309354	8.22593148220673	7.95805080407226	6.74653150609921	11.7403370982239	6.34968301266147
ENSG00000003509	6.32530569166542	7.9938253445028	7.56910298554487	6.68799958224473	9.11253882600238	7.09396863514784
ENSG00000003756	13.3998993257357	20.4435732061566	14.3976489780471	15.2180230751302	18.8241740755493	13.8801730424558
ENSG00000004059	29.6980446258437	48.3284151558092	28.9954229965364	21.6426392680638	34.9688980377146	29.4310048321617
ENSG00000004142	47.749428842007	65.5917325597713	54.8323803219928	46.3345556452376	54.7979821922091	56.9649164503444
ENSG00000004399	4.99567136951444	7.27170339719568	4.6458901318138	12.7948723241994	5.95054702252105	4.97610485268261
ENSG00000004455	65.7371661545853	82.7600373508101	64.1043300824923	52.8357930215021	66.1990681592999	56.3267348292376
ENSG00000004478	16.4652056543182	21.8208428669681	17.5281801014499	13.1734566679593	16.9599734222668	17.0604742702183
ENSG00000004487	20.2570247361337	28.1715576423331	23.8051281278595	17.5355626573357	24.0120067707316	21.1954153446968
ENSG00000004534	7.54803608942387	10.0762459141172	7.68993582990708	6.81208585139089	8.68746860983002	6.85382689591906
ENSG00000004660	1.39242163749333	1.72280499516907	1.35094575168355	1.43221740968201	1.67486851193576	1.38202946792943
ENSG00000004700	6.78693553084794	8.39846701081592	5.92049075552774	5.61928653800525	8.87382006001427	5.24040808172139
ENSG00000004766	4.65628272555434	5.96834814540748	5.13348492193886	3.94415285953098	6.05420874219557	3.9668184740193
ENSG00000004776	31.4790521140773	111.730608614365	56.8755373406354	169.861021198985	89.0044753568862	72.0538243486312
ENSG00000004779	67.9296769578998	90.9091120676989	89.789838692756	44.5025601891809	79.2928747038264	77.0478458799112
ENSG00000004799	107.635960903496	95.0088500509005	131.288986038212	111.278325641692	103.499145787881	92.4545292956097
ENSG00000004864	9.55229128351186	11.6758943148074	13.1507957500482	9.43000823563942	10.9678681774083	10.6937135005933
ENSG00000004866	6.03014035249721	5.92427588071782	7.05092103692208	6.66852791393999	5.85829576328749	7.02097754162905
ENSG00000004897	12.5226539620217	10.9620372943334	10.5613026733002	11.5659734524666	12.4290782836171	9.37923062963825
ENSG00000004961	5.35419279603633	5.52411804617897	5.56663464607773	6.59094827130518	5.47418807979525	5.01848656375691
ENSG00000004975	8.35692402230155	9.79437065268126	8.15582410603367	10.9265594350716	7.4780888825368	7.47670671208389
ENSG00000005007	4.76715900014646	8.82111151547376	5.79927260724038	9.36033307988712	7.75610049051036	5.86415297531791
ENSG00000005020	8.40006438219907	9.14260787760065	9.84573246920414	9.16995984506268	11.2853214310807	8.68221886125874
ENSG00000005022	48.2160584214882	37.486958927046	49.3893748009421	57.6744830424834	35.6648101265938	49.4272771475244
ENSG00000005059	13.9388916765693	18.1637182502916	18.6776353135672	10.3228132351612	16.0107433649556	14.7676986461989
ENSG00000005073	1.94154767298905	2.81867098333719	2.34777494605387	1.78285652976609	2.24074123221213	2.12030534504738
ENSG00000005075	6.04617020019348	9.48033608121492	4.88372962664709	4.74532771414149	6.63525497419951	5.94941765904784
ENSG00000005100	2.66493186077333	2.58838778669252	2.53381964540536	3.59679239141922	2.88633016604608	2.69412027787653
ENSG00000005156	2.25595734236218	3.25184911382887	2.44942134681059	2.62554566573573	2.84560258291554	2.34136559616834
ENSG00000005175	3.09455840367062	2.82154257379403	2.78975905390912	3.62639563658857	3.4646113575562	2.25482460864952
ENSG00000005187	1.97853306322293	2.19201768006822	2.01328503369607	1.83089374731645	1.92431058238622	1.86577090917104
ENSG00000005189	2.86787561871451	3.38162680126781	2.5715472632575	2.90471532819492	3.37117409624081	2.50018845800797
ENSG00000005194	23.1387161902226	32.1983053870402	21.9711267306968	19.3132647984915	25.6410840362683	25.6206639783669
ENSG00000005206	2.18809490299282	3.47817601408926	2.05198652599724	3.2808494846411	2.52579909320262	2.35219732110162
ENSG00000005238	9.99740084840822	9.15574737437073	11.274860341972	9.09444621922412	8.08325431233076	10.2773163125653
ENSG00000005243	59.9651956257039	79.020426349629	51.9067567238673	38.7415646910425	59.6392768138592	56.5985234697475
ENSG00000005249	60.8848822210414	62.5306019717945	63.7430930004555	59.3880065636995	68.58323209561	53.0673221491931
ENSG00000005302	5.83917268477876	6.22163243906363	6.7070095559698	5.23432280013981	5.89840859570042	4.67866761460672
ENSG00000005339	2.18837383330609	2.20018294048894	2.2671299899915	4.49252711765959	2.25934718237582	2.46299247017087
ENSG00000005436	5.36579115262661	5.56027304361232	4.37951273850942	4.74592315574947	5.84559751499061	4.23601712843078
ENSG00000005448	3.65964643459855	3.94211164104021	3.58197068307172	2.56639558484147	3.92390893693931	4.36238112495694
ENSG00000005469	3.88247035636334	5.19552679520073	4.39940046370082	3.47368573749755	4.34824279609245	4.26299958372461
ENSG00000005483	4.49484854179745	3.64839831522284	4.47535607789229	6.29460458328084	4.93990393027733	4.19027889573792
ENSG00000005486	10.3060580578407	8.84335166129719	10.751277619449	10.664089954403	8.64775304550044	12.4243804797104
ENSG00000005700	24.180545172625	26.4212571818588	24.7204924689958	24.9327462254015	32.5131839323176	21.6078684373326
ENSG00000005801	6.64928603793432	7.01005681824293	5.9857245344836	6.32342440240939	7.09341805153068	4.89560722255112
ENSG00000005810	9.94492146584779	9.88229875206896	12.6415361677903	17.8567876292385	12.1513644725986	11.9140047145028
ENSG00000005812	7.38082507422131	7.66166526366702	7.60743596036069	7.79364568019975	12.1178341560685	6.78046882256335
ENSG00000005882	4.91672883734691	5.28537286319873	4.63494102688514	5.04396764456287	4.69733673587399	5.26465072482426
ENSG00000005884	2.54275309988305	3.33399628979226	2.7176589945777	3.0330836944774	3.10194563193885	2.83565271676635
ENSG00000005889	5.75943752931289	7.38016501993114	6.41608794891825	9.57135122139727	8.35087468854124	6.21279944720214
ENSG00000005893	44.2924882047779	43.5959443750178	55.344158760264	46.066903090766	56.3718638567125	52.0773967571446
ENSG00000006007	54.7819026831209	60.0813496378633	60.6084787171304	46.3644757511822	55.331405536868	50.5553022209426
ENSG00000006015	28.6488448072322	84.7246792343026	30.9642638768535	21.3741311093406	49.1937020459608	35.2500978551434
ENSG00000006016	8.51994278742837	37.8279373883913	10.5258553081598	11.820918274283	23.2798926723996	12.5971872952995
ENSG00000006042	2.73275576376897	2.72641915778491	2.38862711785475	2.16831911290432	2.50018498916118	2.75695112790148
